"";"Família";"Especie";"Nome na publicação original";"Diferença (em caracteres)";"Categoria";"Status Taxonômico"
"1672";"Piperaceae";"Piper paranum";"Piper paranum";0;"rara";"Accepted"
"1673";"Piperaceae";"Piper pilgeri";"Piper pilgeri";0;"rara";"Accepted"
"1674";"Piperaceae";"Piper plurinervosum";"Piper plurinervosum";0;"rara";"Accepted"
"1675";"Piperaceae";"Piper rarum";"Piper rarum";0;"rara";"Accepted"
"1676";"Piperaceae";"Piper rhododendrifolium";"Piper rhododendrifolium";0;"rara";"Accepted"
"1677";"Piperaceae";"Piper rioense";"Piper rioense";0;"rara";"Accepted"
"1678";"Piperaceae";"Piper robustipedunculum";"Piper robustipedunculum";0;"rara";"Accepted"
"1679";"Piperaceae";"Piper rufipilum";"Piper rufipilum";0;"rara";"Accepted"
"1680";"Piperaceae";"Piper saldanhai";"Piper saldanhai";0;"rara";"Accepted"
"1681";"Piperaceae";"Piper scabrellum";"Piper scabrellum";0;"rara";"Accepted"
"1682";"Piperaceae";"Piper silvigaudens";"Piper silvigaudens";0;"rara";"Accepted"
"1683";"Piperaceae";"Piper solutidrupum";"Piper solutidrupum";0;"rara";"Accepted"
"1684";"Piperaceae";"Piper sublignosum";"Piper sublignosum";0;"rara";"Accepted"
"1685";"Piperaceae";"Piper subrugosum";"Piper subrugosum";0;"rara";"Accepted"
"1686";"Piperaceae";"Piper taperanum";"Piper taperanum";0;"rara";"Accepted"
"1687";"Piperaceae";"Piper translucens";"Piper translucens";0;"rara";"Accepted"
"1688";"Piperaceae";"Piper trichocarpon";"Piper trichocarpon";0;"rara";"Accepted"
"1689";"Poaceae";"Piptochaetium palustre";"Piptochaetium palustre";0;"rara";"Accepted"
"1690";"Turneraceae";"Piriqueta abairana";"Piriqueta abairana";0;"rara";"Accepted"
"1691";"Turneraceae";"Piriqueta araguaiana";"Piriqueta araguaiana";0;"rara";"Accepted"
"1692";"Turneraceae";"Piriqueta asperifolia";"Piriqueta asperifolia";0;"rara";"Accepted"
"1693";"Turneraceae";"Piriqueta assuruensis";"Piriqueta assuruensis";0;"rara";"Accepted"
"1694";"Turneraceae";"Piriqueta caiapoensis";"Piriqueta caiapoensis";0;"rara";"Accepted"
"1695";"Turneraceae";"Piriqueta carnea";"Piriqueta carnea";0;"rara";"Accepted"
"1696";"Turneraceae";"Piriqueta cristobaliae";"Piriqueta cristobaliae";0;"rara";"Accepted"
"1697";"Turneraceae";"Piriqueta dentata";"Piriqueta dentata";0;"rara";"Accepted"
"1698";"Turneraceae";"Piriqueta douradinha";"Piriqueta douradinha";0;"rara";"Accepted"
"1699";"Turneraceae";"Piriqueta emasensis";"Piriqueta emasensis";0;"rara";"Accepted"
"1700";"Turneraceae";"Piriqueta flammea";"Piriqueta flammea";0;"rara";"Accepted"
"1701";"Turneraceae";"Piriqueta lourteigiae";"Piriqueta lourteigiae";0;"rara";"Accepted"
"1702";"Turneraceae";"Piriqueta nanuzae";"Piriqueta nanuzae";0;"rara";"Accepted"
"1703";"Turneraceae";"Piriqueta revoluta";"Piriqueta revoluta";0;"rara";"Accepted"
"1704";"Turneraceae";"Piriqueta scabrida";"Piriqueta scabrida";0;"rara";"Accepted"
"1705";"Bromeliaceae";"Pitcairnia curvidens";"Pitcairnia curvidens";0;"rara";"Accepted"
"1706";"Rubiaceae";"Platycarpum acreanum";"Platycarpum acreanum";0;"rara";"Accepted"
"1707";"Melastomataceae";"Pleiochiton glaziovianum";"Pleiochiton glaziovianum";0;"rara";"Accepted"
"1708";"Melastomataceae";"Pleiochiton longipetiolatum";"Pleiochiton longipetiolatum";0;"rara";"Accepted"
"1709";"Melastomataceae";"Pleiochiton magdalenense";"Pleiochiton magdalenense";0;"rara";"Accepted"
"1710";"Melastomataceae";"Pleiochiton micranthum";"Pleiochiton micranthum";0;"rara";"Accepted"
"1711";"Melastomataceae";"Pleiochiton parvifolium";"Pleiochiton parvifolium";0;"rara";"Accepted"
"1712";"Lauraceae";"Pleurothyrium undulatum";"Pleurothyrium undulatum";0;"rara";"Accepted"
"1713";"Myrtaceae";"Plinia nana";"Plinia nana";0;"rara";"Accepted"
"1714";"Myrtaceae";"Plinia rara";"Plinia rara";0;"rara";"Accepted"
"1715";"Acanthaceae";"Poikilacanthus bahiensis";"Poikilacanthus harleyi";0;"rara";"Synonym"
"1716";"Fabaceae";"Poiretia bahiana";"Poiretia bahiana";0;"rara";"Accepted"
"1717";"Fabaceae";"Poiretia marginata";"Poiretia marginata";0;"rara";"Accepted"
"1718";"Fabaceae";"Poiretia unifoliolata";"Poiretia unifoliolata";0;"rara";"Accepted"
"1719";"Polygalaceae";"Senega apparicioi";"Polygala apparicioi";0;"rara";"Synonym"
"1720";"Polygalaceae";"Senega bevilacquae";"Polygala bevilacquae";1;"rara";"Synonym"
"1721";"Polygalaceae";"Gymnospora blanchetii";"Polygala blanchetii";0;"rara";"Synonym"
"1722";"Polygalaceae";"Senega bocainensis";"Polygala bocainensis";0;"rara";"Synonym"
"1723";"Polygalaceae";"Senega distans";"Polygala distans";0;"rara";"Synonym"
"1724";"Polygalaceae";"Senega grazielae";"Polygala grazielae";0;"rara";"Synonym"
"1725";"Polygalaceae";"Senega irwinii";"Polygala irwinii";0;"rara";"Synonym"
"1726";"Polygalaceae";"Senega juncea";"Polygala juncea";0;"rara";"Synonym"
"1727";"Polygalaceae";"Senega malmeana";"Polygala malmeana";0;"rara";"Synonym"
"1728";"Polygalaceae";"Asemeia marquesiana";"Polygala marquesiana";0;"rara";"Synonym"
"1729";"Polygalaceae";"Caamembeca martinelli";"Polygala martinellii";0;"rara";"Synonym"
"1730";"Polygalaceae";"Senega patens";"Polygala patens";0;"rara";"Synonym"
"1731";"Polygalaceae";"Asemeia pohliana";"Polygala pohliana";0;"rara";"Synonym"
"1732";"Polygalaceae";"Senega pseudocoriacea";"Polygala pseudocoriacea";0;"rara";"Synonym"
"1733";"Polygalaceae";"Senega pseudoerica";"Polygala pseudoerica";0;"rara";"Synonym"
"1734";"Polygalaceae";"Senega revoluta";"Polygala revoluta";0;"rara";"Synonym"
"1735";"Polygalaceae";"Senega suganumae";"Polygala suganumae";0;"rara";"Synonym"
"1736";"Polygalaceae";"Senega trifurcata";"Polygala trifurcata";0;"rara";"Synonym"
"1737";"Polygalaceae";"Senega tuberculata";"Polygala tuberculata";0;"rara";"Synonym"
"1738";"Polygalaceae";"Senega vollii";"Polygala vollii";0;"rara";"Synonym"
"1739";"Polygalaceae";"Senega wettsteinii";"Polygala wettsteinii";0;"rara";"Synonym"
"1740";"Portulacaceae";"Portulaca hatschbachii";"Portulaca hatschbachii";0;"rara";"Accepted"
"1741";"Rubiaceae";"Posoqueria bahiensis";"Posoqueria bahiensis";0;"rara";"Accepted"
"1742";"Sapotaceae";"Pouteria amapaensis";"Pouteria amapaensis";0;"rara";"Accepted"
"1743";"Sapotaceae";"Pouteria brevensis";"Pouteria brevensis";0;"rara";"Accepted"
"1744";"Sapotaceae";"Pouteria crassiflora";"Pouteria crassiflora";0;"rara";"Accepted"
"1745";"Sapotaceae";"Pouteria decussata";"Pouteria decussata";0;"rara";"Accepted"
"1746";"Sapotaceae";"Pouteria ericoides";"Pouteria ericoides";0;"rara";"Accepted"
"1747";"Sapotaceae";"Pouteria erythrochrysa";"Pouteria erythrochrysa";0;"rara";"Accepted"
"1748";"Sapotaceae";"Pouteria exstaminodia";"Pouteria exstaminodia";0;"rara";"Accepted"
"1749";"Sapotaceae";"Pouteria flavilatex";"Pouteria flavilatex";0;"rara";"Accepted"
"1750";"Sapotaceae";"Pouteria freitasii";"Pouteria freitasii";0;"rara";"Accepted"
"1751";"Sapotaceae";"Pouteria latianthera";"Pouteria latianthera";0;"rara";"Accepted"
"1752";"Sapotaceae";"Pouteria oxypetala";"Pouteria oxypetala";0;"rara";"Accepted"
"1753";"Sapotaceae";"Pouteria pachycalyx";"Pouteria pachycalyx";0;"rara";"Accepted"
"1754";"Sapotaceae";"Pouteria pentamera";"Pouteria pentamera";0;"rara";"Accepted"
"1755";"Sapotaceae";"Pouteria resinosa";"Pouteria resinosa";0;"rara";"Accepted"
"1756";"Sapotaceae";"Pouteria stenophylla";"Pouteria stenophylla";0;"rara";"Accepted"
"1757";"Sapotaceae";"Pouteria stipulifera";"Pouteria stipulifera";0;"rara";"Accepted"
"1758";"Sapotaceae";"Pouteria stylifera";"Pouteria stylifera";0;"rara";"Accepted"
"1759";"Sapotaceae";"Pouteria subsessilifolia";"Pouteria subsessilifolia";0;"rara";"Accepted"
"1760";"Sapotaceae";"Pouteria tarumanensis";"Pouteria tarumanensis";0;"rara";"Accepted"
"1761";"Gentianaceae";"Prepusa alata";"Prepusa alata";0;"rara";"Accepted"
"1762";"Gentianaceae";"Prepusa connata";"Prepusa connata";0;"rara";"Accepted"
"1763";"Gentianaceae";"Prepusa montana";"Prepusa montana";0;"rara";"Accepted"
"1764";"Gentianaceae";"Prepusa viridiflora";"Prepusa viridiflora";0;"rara";"Accepted"
"1765";"Burseraceae";"Protium dawsonii";"Protium dawsonii";0;"rara";"Accepted"
"1766";"Burseraceae";"Protium kleinii";"Protium dusenii";0;"rara";"Synonym"
"1767";"Orchidaceae";"Pseudolaelia canaanensis";"Pseudolaelia canaanensis";0;"rara";"Accepted"
"1768";"Orchidaceae";"Pseudolaelia citrina";"Pseudolaelia pavopolitana";0;"rara";"Synonym"
"1769";"Myrtaceae";"Psidium cauliflorum";"Psidium cauliflorum";0;"rara";"Accepted"
"1770";"Myrtaceae";"Psidium firmum";"Psidium macedoi";0;"rara";"Synonym"
"1771";"Loranthaceae";"Psittacanthus acinarius";"Psittacanthus circulatus";0;"rara";"Synonym"
"1772";"Loranthaceae";"Psittacanthus irwinii";"Psittacanthus irwinii";0;"rara";"Accepted"
"1773";"Loranthaceae";"Psittacanthus nodosissimus";"Psittacanthus nodosissimus";0;"rara";"Accepted"
"1774";"Rubiaceae";"Psyllocarpus cururuensis";"Psyllocarpus cururuensis";0;"rara";"Accepted"
"1775";"Rubiaceae";"Psyllocarpus intermedius";"Psyllocarpus intermedius";0;"rara";"Accepted"
"1776";"Rubiaceae";"Psyllocarpus psyllocarpoides";"Psyllocarpus psyllocarpoides";0;"rara";"Accepted"
"1777";"Rubiaceae";"Psyllocarpus schwackei";"Psyllocarpus schwackei";0;"rara";"Accepted"
"1778";"Malpighiaceae";"Pterandra egleri";"Pterandra egleri";0;"rara";"Accepted"
"1779";"Malpighiaceae";"Pterandra hatschbachii";"Pterandra hatschbachii";0;"rara";"Accepted"
"1780";"Malpighiaceae";"Pterandra viridiflora";"Pterandra viridiflora";0;"rara";"Accepted"
"1781";"Fabaceae";"Pterocarpus monophyllus";"Pterocarpus monophyllus";0;"rara";"Accepted"
"1782";"Melastomataceae";"Pterolepis picorondonica";"Pterolepis picorondonica";0;"rara";"Accepted"
"1783";"Melastomataceae";"Pterolepis rotundifolia";"Pterolepis rotundifolia";0;"rara";"Accepted"
"1784";"Vochysiaceae";"Qualea decorticans";"Qualea decorticans";0;"rara";"Accepted"
"1785";"Vochysiaceae";"Qualea elegans";"Qualea elegans";0;"rara";"Accepted"
"1786";"Vochysiaceae";"Qualea macropetala";"Qualea macropetala";0;"rara";"Accepted"
"1787";"Vochysiaceae";"Qualea themistoclesii";"Qualea themistoclesii";0;"rara";"Accepted"
"1788";"Bromeliaceae";"Quesnelia violacea";"Quesnelia violacea";0;"rara";"Accepted"
"1789";"Poaceae";"Raddia lancifolia";"Raddia lancifolia";0;"rara";"Accepted"
"1790";"Poaceae";"Raddiella lunata";"Raddiella lunata";0;"rara";"Accepted"
"1791";"Rutaceae";"Raputia amazonica";"Raputia amazonica";0;"rara";"Accepted"
"1792";"Rutaceae";"Raputia praetermissa";"Raputia praetermissa";0;"rara";"Accepted"
"1793";"Rutaceae";"Raulinoa echinata";"Raulinoa echinata";0;"rara";"Accepted"
"1794";"Apocynaceae";"Rauvolfia ligustrina";"Rauvolfia blanchetii";0;"rara";"Synonym"
"1795";"Rutaceae";"Ravenia pseudalterna";"Ravenia pseudalterna";0;"rara";"Accepted"
"1796";"Rutaceae";"Raveniopsis necopinata";"Raveniopsis necopinata";0;"rara";"Accepted"
"1797";"Zingiberaceae";"Renealmia acreana";"Renealmia acreana";0;"rara";"Accepted"
"1798";"Zingiberaceae";"Renealmia chrysotricha";"Renealmia chrysotricha";0;"rara";"Accepted"
"1799";"Zingiberaceae";"Renealmia matogrossensis";"Renealmia matogrossensis";0;"rara";"Accepted"
"1800";"Podocarpaceae";"Retrophyllum piresii";"Retrophyllum piresii";0;"rara";"Accepted"
"1801";"Rhabdodendraceae";"Rhabdodendron gardneranum";"Rhabdodendron gardnerianum";1;"rara";"Accepted"
"1802";"Poaceae";"Rheochloa scabriflora";"Rheochloa scabriflora";0;"rara";"Accepted"
"1803";"Cactaceae";"Rhipsalis agudoensis";"Rhipsalis agudoensis";0;"rara";"Accepted"
"1804";"Cactaceae";"Rhipsalis hoelleri";"Rhipsalis hoelleri";0;"rara";"Accepted"
"1805";"Lauraceae";"Rhodostemonodaphne curicuriarensis";"Rhodostemonodaphne curicuriariensis";0;"rara";NA
"1806";"Lauraceae";"Rhodostemonodaphne parvifolia";"Rhodostemonodaphne parvifolia";0;"rara";"Accepted"
"1807";"Lauraceae";"Rhodostemonodaphne recurva";"Rhodostemonodaphne recurva";0;"rara";"Accepted"
"1808";"Cyperaceae";"Rhynchospora calderana";"Rhynchospora calderana";0;"rara";"Accepted"
"1809";"Cyperaceae";"Rhynchospora tenuis";"Rhynchospora enmanuelis";0;"rara";"Synonym"
"1810";"Cyperaceae";"Rhynchospora nanuzae";"Rhynchospora nanuzae";0;"rara";"Accepted"
"1811";"Fabaceae";"Riedeliella magalhaesii";"Riedeliella magalhaesii";0;"rara";"Accepted"
"1812";"Violaceae";"Rinorea bicornuta";"Rinorea bicornuta";0;"rara";"Accepted"
"1813";"Violaceae";"Rinorea maximiliani";"Rinorea maximilianii";1;"rara";"Accepted"
"1814";"Violaceae";"Rinorea villosiflora";"Rinorea villosiflora";0;"rara";"Accepted"
"1815";"Proteaceae";"Roupala sculpta";"Roupala sculpta";0;"rara";"Accepted"
"1816";"Connaraceae";"Rourea bahiensis";"Rourea bahiensis";0;"rara";"Accepted"
"1817";"Connaraceae";"Rourea blanchetiana";"Rourea blanchetiana";0;"rara";"Accepted"
"1818";"Connaraceae";"Rourea chrysomalla";"Rourea chrysomalla";0;"rara";"Accepted"
"1819";"Connaraceae";"Rourea laurifolia";"Rourea laurifolia";0;"rara";"Accepted"
"1820";"Connaraceae";"Rourea prancei";"Rourea prancei";0;"rara";"Accepted"
"1821";"Connaraceae";"Rourea pseudospadicea";"Rourea pseudospadicea";0;"rara";"Accepted"
"1822";"Connaraceae";"Rourea tenuis";"Rourea tenuis";0;"rara";"Accepted"
"1823";"Acanthaceae";"Ruellia kleinii";"Ruellia kleinii";0;"rara";"Accepted"
"1824";"Acanthaceae";"Ruellia reitzii";"Ruellia reitzii";0;"rara";"Accepted"
"1825";"Vochysiaceae";"Ruizterania belemnensis";"Ruizterania belemnensis";0;"rara";"Accepted"
"1826";"Vochysiaceae";"Ruizterania urceolata";"Ruizterania urceolata";0;"rara";"Accepted"
"1827";"Celastraceae";"Salacia nemorosa";"Salacia nemorosa";0;"rara";"Accepted"
"1828";"Orchidaceae";"Sarcoglottis acaulis";"Sarcoglottis riocontensis";0;"rara";"Synonym"
"1829";"Ochnaceae";"Sauvagesia lanceolata";"Sauvagesia lanceolata";0;"rara";"Accepted"
"1830";"Ochnaceae";"Sauvagesia nitida";"Sauvagesia nitida";0;"rara";"Accepted"
"1831";"Ochnaceae";"Sauvagesia oliveirae";"Sauvagesia oliveirae";0;"rara";"Accepted"
"1832";"Ochnaceae";"Sauvagesia ribeiroi";"Sauvagesia ribeiroi";0;"rara";"Accepted"
"1833";"Rubiaceae";"Denscantia andrei";"Scandentia andrei";0;"rara";"Synonym"
"1834";"Rubiaceae";"Denscantia macrobracteata";"Scandentia macrobracteata";0;"rara";"Synonym"
"1835";"Araliaceae";"Didymopanax botumirimensis";"Schefflera botumirimensis";0;"rara";"Synonym"
"1836";"Araliaceae";"Didymopanax capixabus";"Schefflera capixaba";0;"rara";"Synonym"
"1837";"Araliaceae";"Didymopanax cephalanthus";"Schefflera cephalantha";0;"rara";"Synonym"
"1838";"Araliaceae";"Crepinella eximia";"Schefflera eximia";0;"rara";"Synonym"
"1839";"Araliaceae";"Didymopanax fruticosus";"Schefflera fruticosa";0;"rara";"Synonym"
"1840";"Araliaceae";"Didymopanax glaziovii";"Schefflera glaziovii";0;"rara";"Synonym"
"1841";"Araliaceae";"Didymopanax lucumoides";"Schefflera lucumoides";0;"rara";"Synonym"
"1842";"Araliaceae";"Didymopanax plurispicatus";"Schefflera plurispicata";0;"rara";"Synonym"
"1843";"Araliaceae";"Didymopanax racemiferus";"Schefflera racemifera";0;"rara";"Synonym"
"1844";"Araliaceae";"Didymopanax ruschianus";"Schefflera ruschiana";0;"rara";"Synonym"
"1845";"Araliaceae";"Didymopanax acuminatus";"Schefflera succinea";0;"rara";"Synonym"
"1846";"Cactaceae";"Schlumbergera kautskyi";"Schlumbergera kautskyi";0;"rara";"Accepted"
"1847";"Schoepfiaceae";"Schoepfia velutina";"Schoepfia velutina";0;"rara";"Accepted"
"1848";"Gentianaceae";"Schultesia bahiensis";"Schultesia bahiensis";0;"rara";"Accepted"
"1849";"Gentianaceae";"Schultesia crenuliflora";"Schultesia crenuliflora";0;"rara";"Accepted"
"1850";"Gentianaceae";"Schultesia irwiniana";"Schultesia irwiniana";0;"rara";"Accepted"
"1851";"Gentianaceae";"Schultesia pachyphylla";"Schultesia pachyphylla";0;"rara";"Accepted"
"1852";"Gentianaceae";"Schultesia piresiana";"Schultesia piresiana";0;"rara";"Accepted"
"1853";"Gentianaceae";"Schultesia sucreana";"Schultesia sucreana";0;"rara";"Accepted"
"1854";"Triuridaceae";"Sciaphila oligantha";"Sciaphila oligantha";0;"rara";"Accepted"
"1855";"Triuridaceae";"Sciaphila rubra";"Sciaphila rubra";0;"rara";"Accepted"
"1856";"Cyperaceae";"Scleria cuyabensis";"Scleria cuyabensis";0;"rara";"Accepted"
"1857";"Plantaginaceae";"Scoparia elliptica";"Scoparia elliptica";0;"rara";"Accepted"
"1858";"Polygalaceae";"Securidaca acuminata";"Securidaca acuminata";0;"rara";"Accepted"
"1859";"Gentianaceae";"Senaea janeirensis";"Senaea janeirensis";0;"rara";"Accepted"
"1860";"Asteraceae";"Senecio almasensis";"Senecio almasensis";0;"rara";"Accepted"
"1861";"Asteraceae";"Senecio gertii";"Senecio gertii";0;"rara";"Accepted"
"1862";"Asteraceae";"Senecio graciellae";"Senecio graciellae";0;"rara";"Accepted"
"1863";"Asteraceae";"Senecio harleyi";"Senecio harleyi";0;"rara";"Accepted"
"1864";"Asteraceae";"Senecio hatschbachii";"Senecio hatschbachii";0;"rara";"Accepted"
"1865";"Asteraceae";"Senecio promatensis";"Senecio promatensis";0;"rara";"Accepted"
"1866";"Asteraceae";"Senecio ramboanus";"Senecio ramboanus";0;"rara";"Accepted"
"1867";"Asteraceae";"Senecio regis";"Senecio regis";0;"rara";"Accepted"
"1868";"Asteraceae";"Senecio reitzianus";"Senecio reitzianus";0;"rara";"Accepted"
"1869";"Fabaceae";"Senegalia kallunkiae";"Senegalia kallunkiae";0;"rara";"Accepted"
"1870";"Fabaceae";"Parasenegalia santosii";"Senegalia santosii";0;"rara";"Synonym"
"1871";"Fabaceae";"Senna bracteosa";"Senna bracteosa";0;"rara";"Accepted"
"1872";"Commelinaceae";"Siderasis fuscata";"Siderasis fuscata";0;"rara";"Accepted"
"1873";"Simaroubaceae";"Homalolepis suaveolens";"Simaba suaveolens";0;"rara";"Synonym"
"1874";"Rubiaceae";"Simira eliezeriana";"Simira eliezeriana";0;"rara";"Accepted"
"1875";"Rubiaceae";"Simira grazielae";"Simira grazielae";0;"rara";"Accepted"
"1876";"Rubiaceae";"Simira pikia";"Simira pikia";0;"rara";"Accepted"
"1877";"Gesneriaceae";"Sinningia araneosa";"Sinningia araneosa";0;"rara";"Accepted"
"1878";"Gesneriaceae";"Sinningia cardinalis";"Sinningia cardinalis";0;"rara";"Accepted"
"1879";"Gesneriaceae";"Sinningia cochlearis";"Sinningia cochlearis";0;"rara";"Accepted"
"1880";"Gesneriaceae";"Sinningia glazioviana";"Sinningia glazioviana";0;"rara";"Accepted"
"1881";"Gesneriaceae";"Sinningia guttata";"Sinningia guttata";0;"rara";"Accepted"
"1882";"Gesneriaceae";"Sinningia hatschbachii";"Sinningia hatschbachii";0;"rara";"Accepted"
"1883";"Gesneriaceae";"Sinningia helleri";"Sinningia helleri";0;"rara";"Accepted"
"1884";"Gesneriaceae";"Sinningia hirsuta";"Sinningia hirsuta";0;"rara";"Accepted"
"1885";"Gesneriaceae";"Sinningia iarae";"Sinningia iarae";0;"rara";"Accepted"
"1886";"Gesneriaceae";"Sinningia insularis";"Sinningia insularis";0;"rara";"Accepted"
"1887";"Gesneriaceae";"Sinningia kautskyi";"Sinningia kautskyi";0;"rara";"Accepted"
"1888";"Gesneriaceae";"Sinningia leucotricha";"Sinningia leucotricha";0;"rara";"Accepted"
"1889";"Gesneriaceae";"Sinningia macrophylla";"Sinningia macrophylla";0;"rara";"Accepted"
"1890";"Gesneriaceae";"Sinningia micans";"Sinningia micans";0;"rara";"Accepted"
"1891";"Gesneriaceae";"Sinningia striata";"Sinningia striata";0;"rara";"Accepted"
"1892";"Campanulaceae";"Siphocampylus humilis";"Siphocampylus humilis";0;"rara";"Accepted"
"1893";"Campanulaceae";"Siphocampylus lauroanus";"Siphocampylus lauroanus";0;"rara";"Accepted"
"1894";"Myrtaceae";"Siphoneugena delicata";"Siphoneugena delicata";0;"rara";"Accepted"
"1895";"Asteraceae";"Smallanthus araucariophilus";"Smallanthus araucariophilus";0;"rara";"Accepted"
"1896";"Solanaceae";"Solanum bahianum";"Solanum bahianum";0;"rara";"Accepted"
"1897";"Solanaceae";"Solanum cernuum";"Solanum caldense";0;"rara";"Synonym"
"1898";"Solanaceae";"Solanum carautae";"Solanum carautae";0;"rara";"Accepted"
"1899";"Solanaceae";"Solanum cordioides";"Solanum cordioides";0;"rara";"Accepted"
"1900";"Solanaceae";"Solanum diamantinense";"Solanum diamantinense";0;"rara";"Accepted"
"1901";"Solanaceae";"Solanum eitenii";"Solanum eitenii";0;"rara";"Accepted"
"1902";"Solanaceae";"Solanum matadori";"Solanum matadori";0;"rara";"Accepted"
"1903";"Solanaceae";"Solanum santosii";"Solanum santosii";0;"rara";"Accepted"
"1904";"Solanaceae";"Solanum sellowianum";"Solanum sellowianum";0;"rara";"Accepted"
"1905";"Solanaceae";"Solanum spissifolium";"Solanum spissifolium";0;"rara";"Accepted"
"1906";"Bignoniaceae";"Sparattosperma catingae";"Sparattosperma catingae";0;"rara";"Accepted"
"1907";"Orchidaceae";"Acianthera amaralii";"Specklinia amaralii";0;"rara";"Synonym"
"1908";"Orchidaceae";"Pabstiella bacillaris";"Specklinia bacillaris";0;"rara";"Synonym"
"1909";"Orchidaceae";"Pabstiella castellensis";"Specklinia castellensis";0;"rara";"Synonym"
"1910";"Orchidaceae";"Pabstiella fluminensis";"Specklinia fluminensis";0;"rara";"Synonym"
"1911";"Orchidaceae";"Pabstiella garayi";"Specklinia garayi";0;"rara";"Synonym"
"1912";"Orchidaceae";"Specklinia gomesferreirae";"Specklinia gomes-ferreirae";1;"rara";"Accepted"
"1913";"Orchidaceae";"Acianthera heliconiscapa";"Specklinia heliconiscapa";0;"rara";"Synonym"
"1914";"Orchidaceae";"Pabstiella leucosepala";"Specklinia leucosepala";0;"rara";"Synonym"
"1915";"Orchidaceae";"Pabstiella miniatolineolata";"Specklinia miniatolineolata";0;"rara";"Synonym"
"1916";"Orchidaceae";"Pabstiella ruschii";"Specklinia ruschii";0;"rara";"Synonym"
"1917";"Orchidaceae";"Pabstiella spathuliglossa";"Specklinia spathuliglossa";0;"rara";"Synonym"
"1918";"Orchidaceae";"Specklinia susanensis";"Specklinia susanensis";0;"rara";"Accepted"
"1919";"Poaceae";"Sporobolus hians";"Sporobolus hians";0;"rara";"Accepted"
"1920";"Poaceae";"Sporobolus aeneus var. eximius";"Sporobolus nudiramus";0;"rara";"Synonym"
"1921";"Poaceae";"Sporobolus aeneus var. angustifolius";"Sporobolus paucifolius";0;"rara";"Synonym"
"1922";"Verbenaceae";"Stachytarpheta ajugifolia";"Stachytarpheta ajugifolia";0;"rara";"Accepted"
"1923";"Verbenaceae";"Stachytarpheta sprucei";"Stachytarpheta alata";0;"rara";"Synonym"
"1924";"Verbenaceae";"Stachytarpheta arenaria";"Stachytarpheta arenaria";0;"rara";"Accepted"
"1925";"Verbenaceae";"Stachytarpheta bicolor";"Stachytarpheta bicolor";0;"rara";"Accepted"
"1926";"Verbenaceae";"Stachytarpheta bromleyana";"Stachytarpheta bromleyana";0;"rara";"Accepted"
"1927";"Verbenaceae";"Stachytarpheta brasiliensis";"Stachytarpheta caatingensis";0;"rara";"Synonym"
"1928";"Verbenaceae";"Stachytarpheta discolor";"Stachytarpheta discolor";0;"rara";"Accepted"
"1929";"Verbenaceae";"Stachytarpheta froesii";"Stachytarpheta froesii";0;"rara";"Accepted"
"1930";"Verbenaceae";"Stachytarpheta coccinea";"Stachytarpheta galactea";0;"rara";"Synonym"
"1931";"Verbenaceae";"Stachytarpheta ganevii";"Stachytarpheta ganevii";0;"rara";"Accepted"
"1932";"Verbenaceae";"Stachytarpheta glandulosa";"Stachytarpheta glandulosa";0;"rara";"Accepted"
"1933";"Verbenaceae";"Stachytarpheta integrifolia";"Stachytarpheta integrifolia";0;"rara";"Accepted"
"1934";"Verbenaceae";"Stachytarpheta itambensis";"Stachytarpheta itambensis";0;"rara";"Accepted"
"1935";"Verbenaceae";"Stachytarpheta lacunosa";"Stachytarpheta lacunosa";0;"rara";"Accepted"
"1936";"Verbenaceae";"Stachytarpheta lychnitis";"Stachytarpheta lychnitis";0;"rara";"Accepted"
"1937";"Verbenaceae";"Stachytarpheta monachinoi";"Stachytarpheta monachinoi";0;"rara";"Accepted"
"1938";"Verbenaceae";"Stachytarpheta piranii";"Stachytarpheta piranii";0;"rara";"Accepted"
"1939";"Verbenaceae";"Stachytarpheta pohliana";"Stachytarpheta pohliana";0;"rara";"Accepted"
"1940";"Verbenaceae";"Stachytarpheta procumbens";"Stachytarpheta procumbens";0;"rara";"Accepted"
"1941";"Verbenaceae";"Stachytarpheta radlkoferiana";"Stachytarpheta radlkoferiana";0;"rara";"Accepted"
"1942";"Verbenaceae";"Stachytarpheta schottiana";"Stachytarpheta schottiana";0;"rara";"Accepted"
"1943";"Verbenaceae";"Stachytarpheta tuberculata";"Stachytarpheta tuberculata";0;"rara";"Accepted"
"1944";"Rubiaceae";"Staelia tocantinsiana";"Staelia tocantinsiana";0;"rara";"Accepted"
"1945";"Acanthaceae";"Staurogyne elegans";"Staurogyne elegans";0;"rara";"Accepted"
"1946";"Acanthaceae";"Staurogyne itatiaiae";"Staurogyne itatiaiae";0;"rara";"Accepted"
"1947";"Acanthaceae";"Staurogyne minarum";"Staurogyne minarum";0;"rara";"Accepted"
"1948";"Acanthaceae";"Staurogyne parva";"Staurogyne parva";0;"rara";"Accepted"
"1949";"Acanthaceae";"Staurogyne rubescens";"Staurogyne rubescens";0;"rara";"Accepted"
"1950";"Acanthaceae";"Staurogyne vauthieriana";"Staurogyne vauthieriana";0;"rara";"Accepted"
"1951";"Acanthaceae";"Staurogyne veronicifolia";"Staurogyne veronicifolia";0;"rara";"Accepted"
"1952";"Acanthaceae";"Staurogyne warmingiana";"Staurogyne warmingiana";0;"rara";"Accepted"
